mes,entrada_agua_hm3,temperatura_c
0,9.560262374809092,20.30047849277771
1,10.721901780644115,23.58087743082124
2,10.581389880286045,27.915766639459324
3,8.608070069255538,29.07877039458127
4,9.094304644633468,27.08351323718793
5,9.230616663553876,23.646987344024915
6,8.033385745547767,19.46783280716952
7,8.983645952964963,16.572397559269888
8,9.441249980883343,12.798537697085717
9,9.853889823080447,12.080084137086487
10,9.332560992445032,13.72958715829347
11,8.347026368967068,15.544548141888532
12,11.366668513979365,20.36357203158722
13,10.944737488735596,25.617546193255173
14,12.294062345554517,26.69551548427218
15,12.231214867658599,27.52091935635448
16,11.176723665491675,27.47827162336768
17,12.567802409464116,23.669990107946468
18,11.308989712254133,19.23883586609111
19,11.80329177486592,16.320449291332903
20,12.685098699972599,14.12393423836224
21,12.104635730173333,11.896635090447267
22,11.40708572246887,14.296507964886407
23,11.709376545504089,16.12573614656313
24,11.899617116807613,19.12582820061517
25,9.65995891251032,24.65130232587661
26,10.134431331310138,25.095649823675817
27,9.02686294160528,28.19629518547808
28,10.265276611833558,26.47741425445058
29,9.494598609507436,23.62712557442758
30,10.503861834862802,19.550011901677856
31,9.18492496755367,14.032250508592064
32,10.350442136835403,12.941261555759445
33,9.885000638361214,11.602528122297691
34,10.108590800253113,12.203443074815375
35,10.239792909043661,14.267190286645874
36,12.266951078155191,22.097664759522083
37,10.990003358844334,24.726982185995418
38,10.210526794306839,26.855719129956807
39,11.562278099778618,28.911270817541748
40,12.207991376329977,27.44748183333042
41,10.785890330393242,23.61378943321082
42,12.477834249275269,21.76117752894742
43,10.961900050604461,15.79179201908964
44,11.77321626547224,13.833083258853868
45,11.679855366570068,12.27579917209106
46,11.71927150724132,12.49134989447291
47,12.724963983651028,15.159937642852269
48,10.478584391684203,17.844920124289306
49,10.63978912082698,24.209281213158537
50,11.000994117156406,27.620347677618017
51,11.552955894956868,26.333405491087127
52,10.697941328196984,26.97705007845343
53,12.385467069870463,24.362879003399
54,11.389420595608305,19.802369058005574
55,11.322722167491719,14.752934885272522
56,11.012980235048605,13.956558171255
57,12.07911749666519,10.716263868971172
58,12.432793462465652,14.797178616608036
59,9.456139082008708,14.77611077275416
60,13.413335306355517,20.276526802053755
61,12.163790120749281,23.435919998518315
62,13.31708204491593,25.669002795196675
63,13.146526373782565,29.98004260896881
64,13.235005291998844,25.513513832939974
65,12.917084057503144,23.645830702468423
66,12.650514621923316,21.40742063128885
67,13.61766880602418,15.985884061888948
68,12.2741039250519,13.564159478946616
69,14.119454961753737,12.955444148667333
70,13.568774160190522,14.48539065996939
71,12.008155387833982,17.949132608012658
72,8.866986187216028,19.329253514642676
73,11.38532315800378,23.261987040448904
74,10.03710669186297,26.582887655033318
75,9.308833515099826,28.77696859480705
76,10.841912203325753,28.11493810740864
77,10.210785877084634,23.37915430745423
78,10.500303069763955,22.08656564231685
79,10.137378833978664,14.992522296210083
80,10.204782371192662,11.812615251273138
81,10.600943501836403,11.453636159448816
82,10.776049222697939,13.576700974415846
83,8.638950023932603,15.504212597945768
84,9.366269475157637,21.436608825440345
85,9.982657990657767,23.58028674475639
86,10.237786814695594,28.347794151850632
87,9.16824786565652,30.405744089145504
88,9.370382136471838,28.66858932402529
89,8.82170223897586,25.319763394945035
90,8.099889120520857,19.928759948727357
91,8.99633952912935,16.867381533755815
92,9.831463967656182,14.21024164419247
93,9.359805392417476,12.322648256617578
94,10.29736609544822,13.518581916837013
95,8.970830428948368,17.10687821926269
96,10.777845074232419,19.770640150274104
97,10.278678039947836,23.710266098042453
98,10.737034144699926,26.6899823170524
99,9.843596322241773,27.745708269568595
100,10.311873679494113,27.34192430407188
101,10.367170140343168,23.85374534287875
102,10.596397354701883,19.966638550026616
103,11.90285504692067,15.222871698731456
104,9.462547400347002,13.115996806996089
105,11.083967939115652,11.439567778324804
106,9.899057898275162,14.417246463606109
107,10.502711361684975,13.906478574576346
108,11.39504930343057,19.93676002807185
109,11.593530616449929,23.95938660925631
110,12.77704072877754,27.035417050856665
111,11.380664996241991,27.88499255543103
112,12.95756265693666,27.57065450390788
113,10.767312666868627,24.57075360107944
114,11.65878450655636,19.25020585267612
115,11.302773174331065,16.30885172899236
116,10.723481472313514,12.58502101109727
117,11.877241505529806,12.65788400493534
118,11.106065695781918,12.794585760089728
119,12.222119469783467,15.139785912363378
