mes,entrada_agua_hm3,temperatura_c
0,14.272165027109025,20.987563409183817
1,13.9103897284201,25.07877039458127
2,13.999532733906053,27.08351323718793
3,14.024523270708128,27.646987344024915
4,13.80503093574034,26.39603603744503
5,13.979245307100161,24.572397559269884
6,14.063139378885195,19.72674092736122
7,14.138790016621334,16.08008413708649
8,14.043213064338174,13.729587158293471
9,13.862531716700547,11.544548141888535
10,14.032784863790765,13.43536880131171
11,13.955430842496073,17.61754619325517
12,14.265014930975623,19.76731225399667
13,14.25349289336137,23.52091935635448
14,14.060169506297434,27.47827162336768
15,14.31520060935905,27.669990107946468
16,14.084418281537216,26.167039096366626
17,14.17504032634938,24.3204492913329
18,14.336704929285602,21.052137468637746
19,14.230286718155737,15.89663509044727
20,14.102402550076587,14.296507964886407
21,14.157822534299711,12.125736146563137
22,14.515753700052354,12.197624970339662
23,14.105149695931184,16.651302325876607
24,14.07431220031633,18.16744659340031
25,13.871257995537109,24.19629518547808
26,14.098300501745626,26.477414254450576
27,13.957009534652505,27.62712557442758
28,14.142041125967653,26.47821513195337
29,13.900236033627646,22.03225050859206
30,14.1139141813293,19.869464786034957
31,14.028583239942362,15.602528122297697
32,14.069574769622545,12.203443074815375
33,14.093628489567479,10.267190286645878
34,14.13271909314854,15.169461529246576
35,13.898612011274883,16.72698218599541
36,13.656727637908716,19.9275158996813
37,13.904548710578542,24.911270817541748
38,14.02292947794629,27.447481833330414
39,13.76221095285789,27.61378943321082
40,14.072400671319594,28.68938075922293
41,13.794479401563281,23.791792019089637
42,13.943220707622373,20.76128648912937
43,13.92610454282364,16.275799172091062
44,13.933330835280039,12.491349894472911
45,14.117707789288483,11.159937642852272
46,13.7569206108124,10.916716894013796
47,13.786474811155243,16.209281213158533
48,13.843530986188334,20.69214444734251
49,13.944723978785085,22.333405491087127
50,13.78797130821244,26.977050078453427
51,14.097351027519245,28.362879003399
52,13.91474250723785,26.73057228828109
53,13.902514462083143,22.75293488527252
54,13.845728441135236,20.884761401530504
55,14.041186939098278,14.716263868971176
56,14.106027532828362,14.797178616608036
57,13.560307563077924,10.776110772754162
58,13.982712563213767,13.348323571778243
59,13.753629279185958,15.43591999851831
60,14.161390678760027,18.74079956492117
61,14.130122139052242,25.98004260896881
62,14.146343274058559,25.51351383293997
63,14.088057714401016,27.645830702468423
64,14.03918665121138,28.33562386156436
65,14.216498251629872,23.985884061888942
66,13.97017802345162,20.49236270922212
67,14.30849238018029,16.955444148667336
68,14.207534233227035,14.485390659969394
69,13.921420791628336,13.94913260801266
70,13.872141899148673,12.401050284367164
71,14.333837010459764,15.2619870404489
72,14.184282252441093,19.654684424757807
73,14.050765503367849,24.77696859480705
74,14.331829929542602,28.11493810740864
75,14.216123436398398,27.37915430745423
76,14.269201588389608,29.01476887259236
77,14.202665478495637,22.99252229621008
78,14.215022793651537,18.740818481548644
79,14.287652334269556,15.45363615944882
80,14.319755049760836,13.576700974415848
81,13.927953529987192,11.504212597945772
82,14.186683518851618,14.508405595164838
83,14.299688080026641,15.580286744756387
84,14.333134304493809,21.419590921575125
85,14.137052163836646,26.405744089145504
86,14.174110113486119,28.66858932402529
87,14.073518798945193,29.319763394945035
88,13.941186393895107,26.856963179002864
89,14.10553563547333,24.86738153375581
90,14.258641782536582,21.13844487446798
91,14.172171043742821,16.322648256617583
92,14.344057172631791,13.518581916837013
93,14.100858967106817,13.106878219262695
94,14.247628061045027,12.842436919998596
95,14.15611410475952,15.710266098042448
96,14.181203477015096,19.76177908677689
97,14.017406542897769,23.745708269568595
98,14.103257391727366,27.34192430407188
99,14.113395076216358,27.85374534287875
100,14.155420065515457,26.894841780302126
101,14.3949373090889,23.22287169873145
102,13.94754757388373,20.0442000372716
103,14.244808005991315,15.439567778324808
104,14.027574498503894,14.417246463606109
105,14.138244300129022,9.906478574576347
106,14.085597092756064,13.008556797796338
107,14.12198533347628,15.959386609256304
108,14.407898269980086,20.107213820581155
109,14.151896052348567,23.88499255543103
110,14.440993956809256,27.57065450390788
111,14.039448125296785,28.57075360107944
112,14.202884629239538,26.178409082951628
113,14.137615884998231,24.308851728992355
114,14.031412406295015,19.51322424137277
115,14.242935079051334,16.657884004935344
116,14.101552847264221,12.79458576008973
117,14.306162705831174,11.13978591236338
118,14.081451929964697,11.994484830572752
119,14.226892183360185,15.122071145799628
