mes,entrada_agua_hm3,temperatura_c
0,14.923120130691887,20.30047849277771
1,15.066238895124863,23.58087743082124
2,10.344784119575932,27.915766639459324
3,5.007169073284433,29.07877039458127
4,3.0968273207840404,27.08351323718793
5,1.9394482499614405,23.646987344024915
6,1.4719915537889736,19.46783280716952
7,2.076703942344989,16.572397559269888
8,4.149799661355999,12.798537697085717
9,8.06976169296569,12.080084137086487
10,11.759028235828312,13.72958715829347
11,13.276404961859352,15.544548141888532
12,17.50375464437315,20.36357203158722
13,15.077507005785419,25.617546193255173
14,12.143757340729254,26.69551548427218
15,7.190937814885734,27.52091935635448
16,3.9180090619542542,27.47827162336768
17,2.6842892263912828,23.669990107946468
18,2.1508958429575795,19.23883586609111
19,2.8728445884685616,16.320449291332903
20,5.756954457982877,14.12393423836224
21,10.025166073135583,11.896635090447267
22,14.259612235763237,14.296507964886407
23,18.305922640459194,16.12573614656313
24,18.64023626003038,19.12582820061517
25,13.511189707153058,24.65130232587661
26,9.928629641488634,25.095649823675817
27,5.254618810729857,28.19629518547808
28,3.4844640792176396,26.47741425445058
29,1.9987075036169375,23.62712557442758
30,1.8801934570089487,19.550011901677856
31,2.1363483386570845,14.032250508592064
32,4.539327981595961,12.941261555759445
33,8.10757607411987,11.602528122297691
34,12.739420660893083,12.203443074815375
35,16.40454983346975,14.267190286645874
36,18.95939578296059,22.097664759522083
37,15.157878894648126,24.726982185995418
38,10.135968693578423,26.855719129956807
39,6.8087387069198835,28.911270817541748
40,4.2404202114694485,27.44748183333042
41,2.3241095516005768,23.61378943321082
42,2.3303164509278997,21.76117752894742
43,2.6931744666866777,15.79179201908964
44,5.37701244827661,13.833083258853868
45,9.67774726429991,12.27579917209106
46,14.666804558225033,12.49134989447291
47,20.042487608358297,15.159937642852269
48,16.089695207817222,17.844920124289306
49,14.645256515113347,24.209281213158537
50,10.898974261908903,27.620347677618017
51,6.8076752106145975,26.333405491087127
52,3.7613611344617874,26.97705007845343
53,2.6461033686934687,24.362879003399
54,2.160327204736081,19.802369058005574
55,2.7715742976564726,14.752934885272522
56,5.081231912896946,13.956558171255
57,10.001313906770903,10.716263868971172
58,15.575955722517282,14.797178616608036
59,14.534234020019623,14.77611077275416
60,20.456076773848714,20.276526802053755
61,16.51059805755885,23.435919998518315
62,13.287028621279351,25.669002795196675
63,7.8646846274782956,29.98004260896881
64,4.7378315515996885,25.513513832939974
65,2.834731740580658,23.645830702468423
66,2.5267121976677887,21.40742063128885
67,3.4774785484449233,15.985884061888948
68,5.914901286340875,13.564159478946616
69,11.798193827563049,12.955444148667333
70,16.865401066883813,14.48539065996939
71,18.163181618920856,17.949132608012658
72,13.636128793617829,19.329253514642676
73,15.84381624159763,23.261987040448904
74,9.911146977152363,26.582887655033318
75,5.488471321419812,28.77696859480705
76,3.744936458028151,28.11493810740864
77,2.179919451898882,23.37915430745423
78,1.9555730441261423,22.08656564231685
79,2.440762596241597,14.992522296210083
80,4.632962054404883,11.812615251273138
81,8.756279354433033,11.453636159448816
82,13.517818452089452,13.576700974415846
83,13.411337828351137,15.504212597945768
84,14.63550111786149,21.436608825440345
85,14.024497464156456,23.58028674475639
86,10.003540363303133,28.347794151850632
87,5.309483825963015,30.405744089145504
88,3.1737873048663507,28.66858932402529
89,1.8519729583928535,25.319763394945035
90,1.4712472804787005,19.928759948727357
91,2.0621654376189156,16.867381533755815
92,4.283115629453199,14.21024164419247
93,7.663109335129344,12.322648256617578
94,13.00536358097836,13.518581916837013
95,14.369935035851809,17.10687821926269
96,16.807582129367923,19.770640150274104
97,14.364326388120938,23.710266098042453
98,10.526037773613899,26.6899823170524
99,5.730898935157367,27.745708269568595
100,3.5182845721400886,27.34192430407188
101,2.18267652541962,23.85374534287875
102,1.9139085714542743,19.966638550026616
103,2.7082985014370937,15.222871698731456
104,4.221988949542746,13.115996806996089
105,9.085659345994497,11.439567778324804
106,12.452309115090236,14.417246463606109
107,16.770615108822867,13.906478574576346
108,17.606478423167772,19.93676002807185
109,16.06908362536677,23.95938660925631
110,12.578759330787001,27.035417050856665
111,6.685972629056081,27.88499255543103
112,4.459220281380298,27.57065450390788
113,2.309862648954008,24.57075360107944
114,2.1782057522095837,19.25020585267612
115,2.729754981607061,16.30885172899236
116,4.914993051246538,12.58502101109727
117,9.814593435584412,12.65788400493534
118,13.902963859440286,12.794585760089728
119,19.28195978459396,15.139785912363378
