mes,entrada_agua_hm3,temperatura_c
0,18.65390016336486,20.30047849277771
1,18.83279861890608,23.58087743082124
2,12.930980149469915,27.915766639459324
3,6.2589613416055405,29.07877039458127
4,3.8710341509800505,27.08351323718793
5,2.4243103124518006,23.646987344024915
6,1.839989442236217,19.46783280716952
7,2.5958799279312363,16.572397559269888
8,5.187249576694999,12.798537697085717
9,10.087202116207111,12.080084137086487
10,14.69878529478539,13.72958715829347
11,16.59550620232419,15.544548141888532
12,21.879693305466436,20.36357203158722
13,18.846883757231776,25.617546193255173
14,15.179696675911568,26.69551548427218
15,8.988672268607168,27.52091935635448
16,4.897511327442818,27.47827162336768
17,3.3553615329891033,23.669990107946468
18,2.6886198036969744,19.23883586609111
19,3.591055735585702,16.320449291332903
20,7.196193072478596,14.12393423836224
21,12.531457591419478,11.896635090447267
22,17.824515294704046,14.296507964886407
23,22.882403300573994,16.12573614656313
24,23.30029532503798,19.12582820061517
25,16.88898713394132,24.65130232587661
26,12.410787051860792,25.095649823675817
27,6.568273513412321,28.19629518547808
28,4.355580099022049,26.47741425445058
29,2.498384379521172,23.62712557442758
30,2.3502418212611857,19.550011901677856
31,2.6704354233213556,14.032250508592064
32,5.674159976994951,12.941261555759445
33,10.134470092649837,11.602528122297691
34,15.924275826116354,12.203443074815375
35,20.505687291837187,14.267190286645874
36,23.699244728700737,22.097664759522083
37,18.94734861831016,24.726982185995418
38,12.669960866973028,26.855719129956807
39,8.510923383649855,28.911270817541748
40,5.3005252643368115,27.44748183333042
41,2.905136939500721,23.61378943321082
42,2.912895563659875,21.76117752894742
43,3.3664680833583476,15.79179201908964
44,6.721265560345763,13.833083258853868
45,12.09718408037489,12.27579917209106
46,18.33350569778129,12.49134989447291
47,25.05310951044787,15.159937642852269
48,20.11211900977153,17.844920124289306
49,18.306570643891682,24.209281213158537
50,13.623717827386129,27.620347677618017
51,8.509594013268247,26.333405491087127
52,4.701701418077234,26.97705007845343
53,3.307629210866836,24.362879003399
54,2.7004090059201014,19.802369058005574
55,3.464467872070591,14.752934885272522
56,6.351539891121183,13.956558171255
57,12.501642383463631,10.716263868971172
58,19.4699446531466,14.797178616608036
59,18.167792525024527,14.77611077275416
60,25.570095967310895,20.276526802053755
61,20.638247571948558,23.435919998518315
62,16.608785776599188,25.669002795196675
63,9.83085578434787,29.98004260896881
64,5.922289439499611,25.513513832939974
65,3.5434146757258222,23.645830702468423
66,3.158390247084736,21.40742063128885
67,4.346848185556154,15.985884061888948
68,7.393626607926094,13.564159478946616
69,14.74774228445381,12.955444148667333
70,21.081751333604767,14.48539065996939
71,22.70397702365107,17.949132608012658
72,17.045160992022286,19.329253514642676
73,19.804770301997035,23.261987040448904
74,12.388933721440454,26.582887655033318
75,6.860589151774765,28.77696859480705
76,4.681170572535189,28.11493810740864
77,2.724899314873602,23.37915430745423
78,2.4444663051576776,22.08656564231685
79,3.050953245301996,14.992522296210083
80,5.791202568006104,11.812615251273138
81,10.945349193041292,11.453636159448816
82,16.897273065111815,13.576700974415846
83,16.76417228543892,15.504212597945768
84,18.294376397326864,21.436608825440345
85,17.53062183019557,23.58028674475639
86,12.504425454128917,28.347794151850632
87,6.636854782453768,30.405744089145504
88,3.9672341310829387,28.66858932402529
89,2.3149661979910667,25.319763394945035
90,1.8390591005983756,19.928759948727357
91,2.5777067970236445,16.867381533755815
92,5.3538945368165,14.21024164419247
93,9.57888666891168,12.322648256617578
94,16.25670447622295,13.518581916837013
95,17.96241879481476,17.10687821926269
96,21.009477661709905,19.770640150274104
97,17.955407985151172,23.710266098042453
98,13.157547217017374,26.6899823170524
99,7.163623668946709,27.745708269568595
100,4.397855715175111,27.34192430407188
101,2.728345656774525,23.85374534287875
102,2.3923857143178426,19.966638550026616
103,3.385373126796367,15.222871698731456
104,5.277486186928432,13.115996806996089
105,11.357074182493122,11.439567778324804
106,15.565386393862795,14.417246463606109
107,20.963268886028583,13.906478574576346
108,22.008098028959715,19.93676002807185
109,20.08635453170846,23.95938660925631
110,15.723449163483751,27.035417050856665
111,8.357465786320102,27.88499255543103
112,5.574025351725372,27.57065450390788
113,2.88732831119251,24.57075360107944
114,2.7227571902619796,19.25020585267612
115,3.4121937270088267,16.30885172899236
116,6.143741314058172,12.58502101109727
117,12.268241794480513,12.65788400493534
118,17.378704824300357,12.794585760089728
119,24.102449730742446,15.139785912363378
