mes,entrada_agua_hm3,temperatura_c
0,68.39763393233783,20.30047849277771
1,69.05359493598897,23.58087743082124
2,47.413593881389694,27.915766639459324
3,22.94952491922032,29.07877039458127
4,14.193791886926853,27.08351323718793
5,8.88913781232327,23.646987344024915
6,6.74662795486613,19.46783280716952
7,9.518226402414534,16.572397559269888
8,19.01991511454833,12.798537697085717
9,36.98640775942608,12.080084137086487
10,53.89554608087977,13.72958715829347
11,60.850189408522034,15.544548141888532
12,80.22554212004361,20.36357203158722
13,69.10524044318318,25.617546193255173
14,55.658887811675754,26.69551548427218
15,32.95846498489295,27.52091935635448
16,17.957541533957002,27.47827162336768
17,12.302992287626713,23.669990107946468
18,9.858272613555574,19.23883586609111
19,13.167204363814243,16.320449291332903
20,26.386041265754855,14.12393423836224
21,45.94867783520476,11.896635090447267
22,65.35655608058151,14.296507964886407
23,83.90214543543799,16.12573614656313
24,85.43441619180592,19.12582820061517
25,61.92628615778485,24.65130232587661
26,45.50621919015624,25.095649823675817
27,24.083669549178513,28.19629518547808
28,15.97046036308085,26.47741425445058
29,9.160742724910966,23.62712557442758
30,8.61755334462435,19.550011901677856
31,9.791596552178305,14.032250508592064
32,20.80525324898149,12.941261555759445
33,37.159723673049406,11.602528122297691
34,58.38901136242664,12.203443074815375
35,75.1875200700697,14.267190286645874
36,86.89723067190272,22.097664759522083
37,69.47361160047059,24.726982185995418
38,46.45652317890111,26.855719129956807
39,31.206719073382803,28.911270817541748
40,19.43525930256831,27.44748183333042
41,10.65216877816931,23.61378943321082
42,10.680617066752875,21.76117752894742
43,12.343716305647275,15.79179201908964
44,24.64464038793447,13.833083258853868
45,44.356341628041264,12.27579917209106
46,67.22285422519808,12.49134989447291
47,91.86140153830887,15.159937642852269
48,73.74443636916227,17.844920124289306
49,67.12409236093617,24.209281213158537
50,49.95363203374914,27.620347677618017
51,31.20184471531691,26.333405491087127
52,17.239571866283196,26.97705007845343
53,12.1279737731784,24.362879003399
54,9.901499688373706,19.802369058005574
55,12.703048864258834,14.752934885272522
56,23.288979600777672,13.956558171255
57,45.83935540603331,10.716263868971172
58,71.38979706153755,14.797178616608036
59,66.61523925842327,14.77611077275416
60,93.75701854680662,20.276526802053755
61,75.67357443047806,23.435919998518315
62,60.8988811808637,25.669002795196675
63,36.04647120927553,29.98004260896881
64,21.71506127816524,25.513513832939974
65,12.99252047766135,23.645830702468423
66,11.5807642393107,21.40742063128885
67,15.938443347039234,15.985884061888948
68,27.109964229062346,13.564159478946616
69,54.07505504299731,12.955444148667333
70,77.29975488988416,14.48539065996939
71,83.24791575338728,17.949132608012658
72,62.49892363741506,19.329253514642676
73,72.61749110732248,23.261987040448904
74,45.426090311948336,26.582887655033318
75,25.155493556507476,28.77696859480705
76,17.164292099295693,28.11493810740864
77,9.991297487869875,23.37915430745423
78,8.963043118911486,22.08656564231685
79,11.18682856610732,14.992522296210083
80,21.234409416022384,11.812615251273138
81,40.13294704115141,11.453636159448816
82,61.95666790541,13.576700974415846
83,61.46863171327605,15.504212597945768
84,67.07938012353185,21.436608825440345
85,64.2789467107171,23.58028674475639
86,45.8495599984727,28.347794151850632
87,24.335134202330487,30.405744089145504
88,14.54652514730411,28.66858932402529
89,8.488209392633912,25.319763394945035
90,6.743216702194045,19.928759948727357
91,9.451591589086696,16.867381533755815
92,19.630946634993833,14.21024164419247
93,35.122584452676165,12.322648256617578
94,59.60791641281749,13.518581916837013
95,65.86220224765412,17.10687821926269
96,77.03475142626965,19.770640150274104
97,65.8364959455543,23.710266098042453
98,48.244339795730376,26.6899823170524
99,26.26662011947127,27.745708269568595
100,16.125470955642076,27.34192430407188
101,10.003934074839927,23.85374534287875
102,8.772080952498758,19.966638550026616
103,12.413034798253348,15.222871698731456
104,19.350782685404255,13.115996806996089
105,41.64260533580811,11.439567778324804
106,57.073083444163586,14.417246463606109
107,76.86531924877147,13.906478574576346
108,80.69635943951897,19.93676002807185
109,73.64996661626436,23.95938660925631
110,57.65264693277376,27.035417050856665
111,30.64404121650704,27.88499255543103
112,20.43809295632637,27.57065450390788
113,10.586870474372537,24.57075360107944
114,9.983443030960592,19.25020585267612
115,12.511376999032366,16.30885172899236
116,22.527051484879966,12.58502101109727
117,44.983553246428556,12.65788400493534
118,63.72191768910132,12.794585760089728
119,88.37564901272232,15.139785912363378
